CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus,salary
8.2,2,3,2,90,4.6,1,1,85,85,1,
7.9,1,2,0,90,4.1,1,1,77,78,1,
6.5,0,1,0,73,3.7,0,0,57,67,0,
7.7,0,1,0,66,4.2,1,1,56,69,0,
8.1,2,3,0,83,3.8,1,0,67,60,1,
7.5,2,3,2,77,4.8,1,1,58,73,1,
7.2,0,2,0,69,4.1,1,1,71,83,0,
7.7,2,1,1,80,4.7,0,0,56,65,0,
8,1,3,1,89,4.8,1,0,72,81,1,
7.8,1,3,0,75,4.2,1,1,82,82,1,
8.2,1,1,0,77,3.8,0,0,57,67,0,
7.6,1,3,0,77,4.3,1,1,70,83,0,
8.5,1,3,1,84,4.8,1,1,73,84,1,
8.4,1,3,2,90,4.8,1,1,82,88,1,
7.6,0,3,0,79,4.6,1,1,63,61,0,
8.2,2,3,2,90,4.8,1,1,70,86,0,
7.4,1,3,0,80,4.6,0,1,71,72,0,
6.6,1,1,0,82,3.9,1,0,73,78,0,
7.4,2,2,2,86,4,0,1,74,68,0,
6.5,0,1,0,67,3.5,0,1,55,67,0,
7.7,2,2,2,90,4.8,1,1,81,88,1,
7.5,1,2,0,69,4.1,0,1,55,68,0,
7.4,0,2,1,89,4.3,1,1,79,70,0,
8.2,0,3,0,77,4,1,0,69,85,0,
7.5,0,3,0,83,3.8,1,1,75,65,1,
8.1,2,3,1,85,4.8,1,1,74,84,1,
7.9,0,1,1,61,4.4,0,0,55,64,0,
7.7,1,1,0,64,3.8,0,0,60,68,0,
8.3,2,3,2,90,4.4,1,1,78,87,1,
7.4,2,1,1,80,4.1,1,0,55,71,0,
7.9,2,3,2,85,4.8,1,1,75,81,1,
7.4,1,2,1,86,4.5,0,1,82,65,0,
7.7,1,2,0,71,4.4,0,1,59,74,0,
8.5,1,3,2,90,4.8,0,0,82,63,1,
7.7,1,1,2,76,4,0,1,59,62,1,
7.5,1,2,1,66,4,0,1,58,76,0,
8.2,2,3,2,87,4.8,1,1,74,87,1,
7.9,1,2,1,85,4.8,0,0,81,79,1,
7.5,0,1,1,72,4.6,1,1,55,64,0,
7.8,1,3,1,75,4.6,1,1,83,80,1,
7.6,1,2,1,87,4.3,0,0,60,80,0,
7.5,1,1,1,66,4.3,0,0,57,63,0,
7.8,2,3,2,90,4.7,1,1,78,82,1,
8.3,1,1,0,86,4.2,0,1,55,71,1,
8.3,2,3,3,90,4.8,1,1,76,77,1,
8.2,2,3,2,90,4.6,1,1,76,85,1,
7,1,1,0,79,4.3,0,0,55,70,0,
6.6,1,1,0,73,3.9,0,1,55,61,0,
8.6,2,3,2,90,4.8,1,1,79,87,1,
8,2,3,0,90,4.8,0,1,65,86,0,
7.7,2,3,2,87,4.8,1,1,80,82,1,
8.2,0,3,0,81,4.2,1,1,68,85,1,
8.4,2,3,2,90,4.8,1,1,70,82,1,
6.5,0,1,0,76,4.7,0,1,59,68,0,
6.9,0,1,0,60,4.6,0,0,80,67,0,
8.1,2,3,2,90,4.8,1,1,89,84,1,
6.6,1,1,1,75,3.9,1,1,63,69,0,
7.9,1,1,2,87,4.2,0,1,80,75,0,
7.5,1,2,0,83,4.7,0,1,62,83,1,
8.6,0,3,3,90,4.8,1,1,70,84,1,
8.4,1,3,2,78,4.5,1,1,78,73,1,
7.9,2,3,2,90,4.6,1,1,75,87,1,
7.5,0,2,0,70,3.5,1,1,80,76,1,
9,2,3,0,90,4.8,1,1,85,80,1,
7.9,0,3,2,80,4.7,1,1,77,83,1,
6.5,1,1,0,88,3.9,0,0,69,67,0,
7.3,1,1,1,67,4.4,0,1,57,58,0,
7.9,0,3,1,86,4.6,1,1,76,88,1,
7,1,1,0,74,4.5,0,0,57,61,0,
7.1,1,1,3,75,4.4,1,1,74,82,0,
7.3,1,2,0,83,4.5,1,1,56,71,1,
6.7,0,1,0,70,4.7,1,1,61,85,1,
8.6,1,2,1,90,4.2,0,1,71,68,1,
8.4,0,3,2,88,4.3,1,1,84,84,1,
8.4,2,3,0,89,4.8,1,1,71,85,0,
7.9,0,2,0,69,4,0,1,57,73,0,
7.6,1,1,1,74,3.9,1,0,55,65,0,
7.9,1,3,1,90,4.8,1,1,77,85,1,
7.6,1,2,0,67,4.2,0,1,74,75,0,
6.5,1,2,0,89,4.5,0,1,61,70,0,
7.4,1,2,1,84,4.6,0,1,55,70,0,
8.2,0,2,2,86,4.5,1,0,78,65,0,
8.1,2,3,2,77,4.5,1,1,84,68,0,
7.6,1,1,1,70,4.4,0,0,58,63,0,
8.4,2,3,2,90,4.8,1,1,79,83,1,
8.6,2,3,2,87,4.7,1,1,86,84,1,
7.4,1,1,0,74,3.8,0,0,73,70,0,
7.6,1,1,1,71,4.2,0,0,64,71,0,
7.6,0,1,0,77,3,0,0,55,69,0,
8,2,3,3,90,4.8,1,1,78,85,1,
6.5,1,2,0,67,3.9,0,0,55,67,0,
7.6,1,2,1,77,4.4,1,1,76,87,0,
7.3,0,2,0,82,4.5,0,1,57,82,0,
6.5,1,1,2,69,4.2,1,0,57,65,0,
8.4,2,3,0,90,4.8,1,1,80,86,1,
8.3,0,1,1,72,3.8,0,0,58,67,0,
6.9,1,2,0,80,3.4,0,0,55,71,0,
7.5,0,2,1,70,3.8,1,1,78,87,1,
8.1,2,3,0,84,4.8,1,1,83,82,1,
8,2,1,2,90,4.6,1,1,87,85,0,
7.7,1,1,1,75,4.5,0,1,65,74,0,
8.3,2,3,2,86,4.6,1,1,79,84,1,
8.4,2,3,2,90,4.8,1,1,76,87,1,
7.7,2,3,1,85,4.2,1,1,74,82,0,
6.5,1,1,1,80,3.6,0,0,57,67,0,
8.3,2,1,1,71,3.9,0,1,58,66,0,
7.7,1,2,1,61,3.7,0,1,55,63,0,
7.4,0,2,1,79,3.6,0,1,55,65,0,
8,2,1,2,77,4.4,1,1,56,75,0,
6.8,1,3,0,61,4.3,0,0,59,68,0,
7.5,1,1,0,75,4.1,1,1,83,57,0,
7.6,1,1,0,84,4.2,1,1,62,64,0,
7.7,1,1,0,69,4,0,0,55,69,0,
7.8,1,1,0,61,3.4,0,0,63,63,0,
8.3,1,1,2,83,4,1,1,76,67,1,
8.3,2,1,2,83,4.4,1,1,59,86,0,
8.5,1,3,2,90,4.7,1,1,76,87,1,
6.5,1,1,0,70,4,0,1,59,71,0,
8.7,2,3,2,90,4.8,1,1,90,86,1,
6.6,0,1,3,84,3.7,0,0,75,67,0,
6.7,0,1,1,78,4.3,0,0,60,66,0,
8.3,1,2,1,80,4.3,1,1,71,84,1,
7.4,1,1,1,70,4,0,0,56,67,0,
7.7,1,1,2,88,4.2,0,1,65,88,1,
6.8,0,1,1,67,3.4,0,1,59,68,0,
8,1,2,0,88,4.4,1,1,78,76,1,
7.4,1,1,1,72,4,0,0,55,69,0,
6.6,0,1,1,66,3.8,0,0,62,58,0,
7.5,1,1,0,64,4.3,0,0,59,69,0,
8.3,0,3,1,80,4.8,1,1,75,67,1,
7.5,1,3,2,72,4.5,1,1,65,86,0,
8,2,2,2,88,4.4,0,0,75,80,0,
8.4,1,3,2,84,4.8,1,1,81,84,0,
7.7,1,3,2,86,4.7,1,1,69,88,1,
7.7,1,2,0,86,4.5,0,1,72,79,1,
7.8,1,2,2,85,4.3,0,1,68,78,1,
8.4,1,3,2,80,4.5,1,1,72,73,1,
6.7,0,1,1,68,4.3,0,0,68,62,0,
7.5,1,1,1,79,3.9,0,0,55,73,0,
7.5,2,1,1,78,4.3,0,1,55,71,0,
8.5,2,3,2,90,4.8,1,1,79,82,1,
8.3,0,3,1,86,4.3,1,1,55,88,1,
8.3,2,3,0,73,4.5,1,1,71,87,0,
8.5,1,3,2,89,4.8,1,1,77,88,1,
8,0,3,0,88,4.4,1,1,78,83,0,
8.7,1,3,2,90,4.8,1,1,68,81,1,
8.1,0,3,0,76,3.9,1,1,66,83,0,
8,2,3,2,86,3.8,1,1,87,86,1,
8.5,2,3,0,85,4.5,1,1,86,84,1,
8.5,2,3,3,90,4.7,1,1,80,80,1,
7.5,1,3,3,90,4.8,1,0,64,82,1,
8.1,2,3,2,90,3.8,1,1,90,77,1,
8.3,1,3,2,76,4.5,1,1,76,65,1,
8.3,2,3,2,89,4.8,1,0,82,84,1,
7.5,1,3,1,79,3.8,1,1,58,67,0,
7.5,0,1,1,75,4.3,0,0,80,82,0,
7,1,1,0,70,4.1,0,0,56,62,0,
7.8,0,2,2,82,4.8,1,1,77,68,0,
7.4,1,3,2,73,4.1,1,1,86,78,1,
8.1,2,3,2,90,4.7,0,0,67,76,0,
7.6,2,2,2,80,4.8,1,1,75,83,1,
6.7,1,1,0,74,3.5,0,0,65,62,0,
8,2,3,2,90,4.8,1,1,79,86,1,
7.6,1,2,1,81,4.4,1,1,75,88,1,
8.6,1,3,2,90,4.8,1,1,85,87,1,
8.6,0,3,2,90,4.7,1,1,71,88,1,
7.8,1,3,2,78,4.8,1,1,78,67,0,
7.5,1,3,0,83,4.8,1,1,75,84,1,
8.7,2,3,2,90,4.6,1,1,81,82,1,
7.7,1,2,1,74,4.5,0,0,55,68,0,
7.4,1,1,1,70,4.3,0,1,72,75,0,
7.8,2,1,1,87,4.4,1,1,82,79,0,
6.7,1,3,2,86,4.1,1,1,86,82,1,
6.5,1,2,0,81,4.1,0,0,55,85,0,
8.4,2,3,2,90,4.3,1,1,87,85,1,
7.5,1,1,0,71,4.1,0,1,66,74,0,
7.9,1,2,2,86,4.8,0,1,87,84,0,
7.4,0,2,2,82,4.8,1,1,88,66,1,
7.5,1,1,0,77,4.1,0,1,58,70,0,
7.7,1,3,2,87,4.5,1,1,82,81,1,
6.5,1,1,1,83,4.4,0,0,55,65,0,
8.3,2,1,2,84,4.8,1,1,69,85,1,
7.6,1,1,1,80,3.7,0,1,61,58,0,
6.7,2,2,1,76,3.9,1,1,55,84,1,
7.6,0,1,1,83,3.4,0,1,55,64,1,
7.7,1,2,3,78,4.4,0,0,71,68,0,
8.4,0,1,0,78,4.5,0,1,55,66,0,
6.8,2,1,0,65,4.6,1,1,55,63,0,
8.2,2,3,2,73,4.3,1,1,55,70,0,
7.5,0,1,0,72,4.5,1,1,55,70,0,
7.8,1,2,0,84,4.4,0,1,60,65,0,
8.4,2,3,2,90,4.7,1,1,74,84,1,
7.7,1,1,0,71,3.9,0,0,65,67,0,
7.8,1,3,2,83,4.6,0,1,70,82,1,
8.3,2,3,2,85,4.8,1,1,73,80,0,
7.5,0,1,0,82,4.6,1,1,62,69,1,
6.5,0,2,1,65,4.2,1,0,57,62,0,
7.9,1,3,2,75,4.6,0,1,82,84,1,
7.7,0,2,1,75,4.1,1,1,79,66,1,
8.4,2,3,2,90,4.7,1,1,69,88,1,
8.1,0,3,2,77,4.8,0,0,62,81,0,
7.6,2,3,2,87,4.3,1,1,76,82,1,
8,1,3,2,78,3.7,0,0,55,71,0,
7.6,1,2,1,74,4.7,0,1,77,85,0,
6.5,1,2,1,69,4.5,0,1,61,68,0,
6.7,0,1,0,74,4,0,0,60,63,0,
7.9,0,2,2,81,4.3,1,0,84,61,0,
8.5,1,3,0,90,4.8,1,1,79,88,1,
6.5,1,1,0,78,4.5,0,1,75,68,0,
7.9,2,3,2,90,4.8,1,1,77,83,1,
6.5,1,2,1,65,4.6,0,1,62,87,0,
7,1,1,1,86,3.8,0,0,57,72,0,
6.5,1,2,1,79,3.1,0,1,63,69,1,
8.7,1,3,2,79,4.6,1,1,76,88,0,
7.6,1,2,2,76,4.5,1,1,82,63,1,
8.2,2,3,2,90,4.8,1,1,74,88,1,
6.5,1,1,1,66,3.3,0,0,55,60,0,
6.7,1,2,1,76,4.6,1,1,71,68,0,
8.6,2,3,2,84,4.6,1,1,80,85,1,
7.4,1,2,0,64,4.7,1,1,77,65,0,
6.5,1,1,2,85,4.3,0,1,73,71,0,
7.5,1,1,0,75,3.6,0,0,55,62,0,
6.5,2,3,0,81,3.5,0,1,55,62,0,
8.6,1,3,0,89,4.5,1,1,80,72,1,
7.9,2,3,2,82,4.8,1,1,90,84,1,
7.5,1,1,1,68,4.4,1,0,62,69,0,
7.9,2,3,2,90,4.6,1,0,65,84,0,
8.3,1,3,2,90,4.8,1,1,73,83,1,
7.5,0,1,0,63,3.6,1,0,71,70,0,
8.5,1,3,1,72,3.8,0,1,55,65,1,
7.6,0,3,2,87,4.8,0,1,79,62,1,
6.5,1,2,2,81,3.6,1,1,89,80,1,
8.4,1,3,0,75,4.4,1,1,68,86,1,
7.9,0,3,1,84,4.3,1,0,83,84,1,
7.6,0,1,1,62,4.1,0,0,55,68,0,
8.4,2,3,1,86,4.7,1,1,90,80,1,
7.2,2,3,2,90,4.7,1,1,83,86,1,
7.9,0,1,0,79,4.4,1,0,55,85,0,
6.6,0,1,0,71,4.3,0,1,56,64,0,
8.3,0,3,2,79,3.7,1,1,68,84,1,
8.1,2,3,0,81,4.7,1,1,84,83,1,
8.6,2,3,2,90,4.8,1,1,89,84,1,
7.7,1,3,1,82,4.5,1,1,68,79,0,
6.5,1,1,0,77,4.7,0,0,55,83,0,
8.6,2,2,1,90,4.6,1,1,81,80,1,
7.2,1,2,2,70,4.1,0,0,61,69,0,
7.8,1,2,0,77,4.4,1,1,69,80,0,
6.5,1,3,2,78,4.2,0,1,78,71,0,
7.5,0,1,2,78,4.6,0,1,68,71,0,
8.3,2,2,2,90,4.6,1,1,80,83,1,
8.3,1,3,2,89,4.7,1,1,70,86,1,
8.5,2,3,0,90,4.8,0,1,76,80,1,
6.6,1,2,0,71,4.6,0,0,55,67,0,
8.1,2,3,1,90,4.7,1,1,74,88,0,
7.3,0,1,1,71,4.6,0,0,57,67,0,
7.6,0,1,1,72,4.4,0,1,69,76,0,
8.6,1,3,3,84,4.5,1,1,73,85,1,
6.9,1,1,0,68,3.7,0,0,55,64,0,
7.5,1,2,0,65,4.1,0,1,55,69,0,
8.3,2,3,2,90,4.3,1,1,75,82,0,
8.4,1,1,2,69,4.4,0,0,76,65,0,
8.5,2,3,2,90,4.1,1,1,77,78,1,
8.5,1,1,2,88,4.5,1,1,76,79,1,
9,2,3,2,90,4.8,1,1,76,83,1,
8.4,2,3,1,83,4.8,1,0,64,64,1,
8.4,0,3,0,90,4.8,1,1,80,82,1,
8.6,2,3,2,90,4.8,1,1,80,85,0,
8.3,2,3,1,79,4.4,1,1,75,85,0,
7.6,1,1,0,79,4.2,1,0,57,61,0,
7.6,1,1,1,77,4.8,0,1,63,68,0,
7.5,1,1,1,68,4.5,0,1,59,63,0,
7.4,1,3,2,80,4.4,1,1,73,72,1,
6.5,1,1,0,79,4.3,0,1,60,73,0,
6.5,0,2,2,82,4.3,1,1,82,88,0,
7.7,1,1,0,72,4.5,0,1,72,63,1,
8.4,1,3,2,90,4.8,1,1,72,85,0,
7.4,1,1,0,72,4.1,0,1,76,74,0,
8.3,1,3,2,90,4.7,1,1,80,85,1,
6.8,1,3,2,78,4.5,1,1,76,85,0,
6.7,2,3,0,85,4.4,1,1,84,83,1,
7.4,1,2,3,83,4.7,1,1,59,81,1,
7.3,0,2,1,70,3.7,1,1,55,74,1,
7.8,1,2,2,90,4.5,1,1,80,64,1,
8.3,2,3,2,90,4.8,1,1,76,86,1,
7.6,1,1,1,66,4.3,0,0,56,71,0,
6.5,1,2,0,76,4.5,1,1,75,82,0,
8.4,1,0,0,75,4.7,1,1,76,76,1,
8.2,2,3,2,90,4.8,1,1,80,88,1,
8.2,1,3,0,82,4.7,1,1,78,85,1,
8.2,0,3,2,83,4.7,1,1,72,86,0,
7,1,2,0,77,4.1,0,1,66,73,0,
8,2,3,2,90,4.8,1,1,84,84,1,
7.5,1,2,1,77,4.7,1,1,86,88,1,
8,2,1,2,80,4.6,1,0,77,61,1,
8.5,2,3,2,82,4.4,1,1,76,65,1,
8.2,1,3,2,88,4.8,1,1,85,80,1,
8.2,1,3,2,81,4.8,1,1,75,83,1,
8.2,0,3,2,90,4.2,1,0,80,84,0,
8.3,2,3,2,90,4.3,1,1,82,80,1,
7.7,1,3,2,76,4.4,1,1,61,83,0,
7.5,2,3,1,73,4.3,1,1,78,86,0,
7.4,1,1,0,72,3.6,0,0,55,71,0,
7.9,1,3,0,85,4.8,1,1,78,87,1,
7.7,2,3,2,90,4.8,1,0,78,81,1,
7.4,2,1,0,80,4,1,1,69,67,0,
7.6,1,3,0,78,3.9,1,1,72,85,0,
7.8,1,1,1,83,3.7,0,1,64,71,0,
7,0,3,0,75,3.9,0,0,56,70,1,
8,1,3,1,90,4.4,0,1,82,67,0,
8.3,2,3,2,90,4.8,1,1,78,85,1,
8.3,0,1,0,90,4.1,0,0,63,66,0,
7.4,1,1,0,88,4,0,1,56,66,0,
8.3,1,2,0,78,4.6,1,1,75,82,1,
7.3,1,2,1,73,4,0,0,56,75,0,
7.9,0,3,2,80,4.2,1,1,79,85,1,
8.7,2,3,2,90,4.8,1,1,74,81,1,
6.9,1,1,1,64,4.6,0,0,55,61,0,
7.6,0,1,1,60,3.2,0,0,56,63,0,
6.5,0,1,1,66,4.6,0,0,62,66,0,
7.5,1,1,0,88,4.6,0,0,55,60,0,
7,1,1,1,73,4.6,0,0,56,62,0,
7.5,0,1,0,89,4.5,0,0,71,62,0,
7.9,0,1,0,80,4.8,0,1,83,69,0,
7.4,1,3,0,70,3.8,0,0,78,86,0,
6.5,1,2,1,84,3.8,0,1,81,62,0,
7.5,1,3,1,84,4.6,0,0,81,62,0,
6.8,1,1,0,69,3.9,0,0,62,60,0,
7.6,1,2,0,70,4.2,0,0,56,74,0,
8.5,2,3,2,90,4.8,1,1,70,86,1,
6.5,1,1,0,68,4,0,1,55,69,0,
7.4,2,2,0,65,3.9,0,0,55,67,0,
6.6,1,3,3,65,4.2,1,1,55,86,1,
6.5,1,2,0,78,4.5,0,0,64,69,0,
8.1,1,3,2,80,4.5,1,0,83,84,1,
6.6,2,1,0,74,4.3,0,1,56,73,0,
8,2,3,2,90,4.7,1,1,76,84,0,
6.6,1,1,0,69,3.9,0,1,65,66,0,
8.4,2,3,3,89,4.6,1,1,77,85,1,
7.5,1,1,0,74,4.7,0,0,55,64,0,
7.4,0,1,0,68,4.1,0,1,81,73,0,
8.2,2,3,2,90,4.8,1,0,76,88,1,
7.6,1,1,0,74,4.5,0,1,70,66,0,
8.3,0,2,0,85,4.2,0,0,56,67,0,
7.4,1,3,2,76,3.7,1,1,74,83,0,
7.6,1,1,0,77,3.7,0,1,55,67,1,
7.3,1,2,1,83,3.2,0,1,68,71,0,
8.3,1,3,3,88,4,0,1,77,63,1,
7.4,2,0,0,69,4.4,1,0,63,60,0,
8.2,1,3,2,85,4.6,1,1,79,86,1,
8.5,1,3,2,90,4.8,1,1,82,88,1,
8.2,1,3,0,88,4.2,1,1,66,88,1,
6.5,2,3,1,76,4.3,1,0,76,77,0,
7.1,0,1,0,73,4.1,0,1,55,64,0,
7.6,0,1,1,65,4.1,0,0,65,63,0,
8.4,2,3,2,90,4.8,1,0,82,82,1,
8.5,1,3,2,85,4.6,1,1,71,84,1,
6.6,0,1,0,68,4.8,0,0,55,71,1,
7.9,1,1,0,90,4.5,1,1,73,82,1,
7.6,1,2,1,88,4.2,1,1,73,86,1,
8.4,1,3,2,90,4.2,1,1,89,88,1,
6.5,1,1,0,77,4.3,0,0,55,66,0,
7.3,0,3,0,72,4.4,0,0,66,71,0,
8.3,1,3,2,88,4.8,1,1,77,85,1,
6.5,1,1,0,83,4.6,0,1,69,70,0,
7.6,1,1,1,63,3.8,0,0,62,60,0,
7.2,0,2,0,82,4.8,0,1,55,66,0,
8.3,2,2,2,87,4.7,1,1,86,85,1,
7.6,1,2,0,70,3.7,1,1,63,71,1,
8.2,1,3,2,90,4.6,1,1,83,74,1,
6.5,1,1,0,89,3.7,0,1,55,71,0,
8.2,2,3,2,90,4.5,1,1,86,81,1,
8.2,0,3,2,81,4.6,1,1,77,81,0,
8.5,2,3,2,90,4.8,1,1,77,88,1,
7.8,1,3,1,82,4.8,1,1,76,83,1,
7.4,1,1,0,60,4.3,1,1,61,75,1,
7.3,1,2,1,80,4.3,1,1,55,72,1,
7.8,1,1,0,73,4.6,0,1,64,69,0,
7.6,0,3,1,70,4.1,1,0,55,63,0,
6.5,1,1,0,65,3.6,0,0,55,76,0,
8.5,2,2,2,87,4.8,1,1,88,86,1,
8.3,1,1,0,88,4.1,0,0,64,74,0,
6.5,0,3,0,66,3.5,0,0,55,67,0,
8.5,2,3,0,87,4.6,1,1,86,85,1,
8.2,2,2,2,87,4.8,1,1,88,85,1,
8.2,2,3,2,90,4.6,1,1,75,83,1,
8.3,1,2,2,76,4,1,1,74,62,0,
7.4,2,2,1,82,4.6,1,1,73,88,0,
7.8,0,1,1,90,4.2,1,1,55,73,1,
6.7,1,1,0,74,3.7,0,1,55,67,0,
8.1,2,2,1,79,4.5,1,1,72,81,0,
7.5,1,1,0,78,3.8,0,0,64,66,0,
6.5,1,2,0,77,4,0,0,65,74,0,
8.3,2,2,2,73,3.9,1,1,86,71,0,
6.5,1,3,2,87,4.7,1,1,77,70,1,
7.7,0,1,1,67,3.4,0,0,65,64,0,
6.5,0,3,1,82,4.6,0,0,57,66,0,
7.3,1,1,0,80,3.6,1,1,78,80,1,
8.4,1,3,0,75,4.6,1,1,81,84,0,
7.9,2,3,2,88,4.6,1,1,69,81,1,
6.8,1,3,1,86,4.8,1,1,76,79,0,
7.5,1,2,2,68,4,1,1,69,68,1,
7.4,1,1,1,69,3.9,0,0,55,66,0,
7.7,0,1,0,89,4.2,0,0,55,70,0,
7.7,0,1,0,81,3.8,1,1,82,64,0,
7.4,2,3,2,80,4.8,1,1,70,67,0,
7.7,1,2,0,75,4.4,0,0,60,73,0,
7.5,1,1,1,74,4.5,1,1,62,78,0,
6.5,1,1,0,73,4.1,0,1,55,66,0,
8.2,2,3,2,90,4.8,1,1,77,82,1,
7.4,1,1,3,70,4.5,0,1,55,65,0,
8.5,2,3,2,90,4.8,1,1,75,88,1,
7.5,1,1,1,81,4,0,1,75,61,0,
7.9,2,2,0,77,4.4,0,1,68,68,1,
7.9,1,2,2,83,4.8,1,1,77,85,1,
8.2,2,3,2,88,4.5,1,0,79,84,1,
7.6,1,3,2,90,4,1,1,73,84,0,
6.5,1,1,0,82,4.6,1,1,67,71,0,
6.5,1,1,1,72,3.8,0,1,55,66,0,
8,0,1,2,89,4.7,1,1,72,84,1,
7.5,0,2,0,80,3.8,1,1,77,69,0,
7.6,1,2,1,83,4.8,1,1,55,62,0,
6.5,1,1,1,66,3.7,0,1,56,57,0,
8.3,2,2,1,87,4.5,1,1,82,80,0,
6.5,1,1,1,66,3.8,1,1,62,75,0,
8.2,1,2,0,88,4.8,1,1,71,69,1,
7.6,1,1,3,76,3.8,0,1,59,60,0,
7.7,1,2,0,81,4.8,0,0,55,66,0,
8.3,1,3,2,87,4.7,1,1,77,81,1,
7.1,1,3,1,74,4.3,0,1,72,81,1,
7.8,1,3,2,90,4.8,1,1,80,84,0,
7.4,1,2,1,90,4.4,1,1,81,86,0,
6.6,1,1,0,74,3.8,0,1,64,76,1,
8.7,2,3,2,90,4.8,1,1,78,85,1,
6.5,2,3,2,84,4.5,1,0,81,68,0,
8.1,1,2,0,79,4.3,0,1,55,67,0,
7.4,0,2,2,80,4.8,0,1,61,88,1,
8.6,2,3,2,89,4.7,1,1,69,79,1,
7.7,2,3,2,82,4.8,1,1,80,87,0,
6.9,1,1,0,78,4.3,1,1,55,72,0,
6.9,1,2,0,69,4,0,1,55,58,0,
7.7,2,2,0,80,3.8,1,1,62,72,0,
8.1,0,3,2,90,4.8,1,1,78,86,1,
8.6,2,3,2,90,4.8,0,1,71,85,1,
7.4,1,2,1,71,4.7,0,1,69,73,0,
7.5,1,1,1,76,4,0,1,55,70,0,
7.6,1,3,1,85,4.4,0,1,75,82,0,
7.9,0,2,0,80,4.2,0,1,66,60,0,
7.7,1,2,1,72,4.5,0,1,55,65,0,
6.6,1,1,0,72,3.2,0,1,55,68,0,
7.6,1,2,2,86,4.3,1,1,70,80,0,
7.9,1,1,1,75,4.5,1,1,71,67,0,
8.2,2,2,0,74,4.1,0,0,60,74,0,
7.3,0,1,0,76,4,0,0,63,70,0,
8.4,1,3,0,86,3.6,1,1,76,87,1,
8,2,3,2,89,4.5,1,1,76,87,1,
8,1,3,2,90,4.8,1,1,79,84,1,
7.9,1,2,0,68,3.6,0,1,65,61,0,
7.3,1,1,2,71,4,0,1,55,69,0,
7.7,1,3,1,83,4.8,1,1,73,68,1,
8.7,2,3,2,90,4.8,1,1,80,84,1,
8.7,0,3,2,90,4.8,1,1,71,83,1,
6.7,1,1,1,75,3.7,0,0,63,71,0,
8.3,1,2,0,73,4.8,1,1,74,86,0,
8.2,1,3,2,73,4.5,1,1,82,64,1,
8.4,2,3,2,90,4.7,1,1,75,82,1,
6.5,1,2,1,72,4.5,0,0,60,69,0,
7.7,1,1,2,70,3.9,1,0,72,65,0,
6.8,2,3,0,80,4.4,0,1,74,85,1,
8.5,0,1,0,71,4,1,0,73,69,0,
8.1,1,2,2,90,4,0,1,74,86,0,
7.8,2,1,2,90,4.8,1,1,73,83,1,
7.8,0,1,0,74,3.3,0,0,55,63,0,
8.8,2,3,2,90,4.8,1,1,83,86,1,
8.2,2,3,2,88,4.8,1,1,79,86,1,
8.1,1,3,0,74,4,1,1,62,83,1,
8.1,1,2,0,89,4.7,1,1,75,85,1,
7.5,1,1,3,78,4.5,0,0,69,73,0,
8.1,2,1,2,78,4.7,1,1,78,71,1,
7.2,1,2,0,60,4.6,0,0,58,63,0,
7.8,0,3,1,90,3.8,0,1,55,71,0,
6.5,2,3,2,80,4.8,1,1,78,82,0,
7.4,1,1,0,62,3.6,0,0,57,72,0,
7.6,1,1,2,69,3.9,0,1,63,69,0,
7.5,0,1,1,83,4,0,1,56,67,0,
8,0,3,2,76,4.8,1,1,80,84,1,
8.3,2,2,0,90,4.8,1,1,80,72,1,
7.2,2,2,2,87,4.7,1,1,65,87,1,
7.7,1,3,2,90,4.4,0,1,87,84,1,
7.9,1,3,2,90,4.5,1,1,87,85,1,
8.5,2,3,2,90,4.6,1,1,81,88,1,
8,1,1,0,90,4.5,1,1,69,74,1,
8,2,3,0,90,4.8,1,1,80,69,1,
8.2,1,1,0,69,4.5,0,1,55,70,0,
7.5,1,1,0,76,4,1,0,55,67,0,
6.5,1,1,1,68,4.4,1,0,60,60,0,
8.4,1,2,1,79,3.8,1,1,76,82,1,
7.4,0,1,0,79,3.8,0,0,55,67,0,
7,2,1,1,88,4.8,1,1,75,81,1,
8.3,1,3,2,77,4,0,1,76,82,0,
7.7,0,1,1,64,3.9,0,1,55,63,0,
8.1,2,2,2,87,4.8,1,1,75,85,1,
7.3,1,2,1,86,4.3,0,1,68,64,0,
8.6,1,3,0,90,4.8,1,1,55,70,1,
8.5,1,3,1,90,4.8,1,1,80,67,0,
8.6,2,3,0,84,4.8,1,1,86,87,1,
7.6,1,0,1,75,4.8,1,1,83,80,1,
8.3,2,3,2,85,4.7,1,0,80,85,1,
8.2,1,1,2,90,4.8,1,1,71,87,1,
8.5,2,3,2,90,4.8,1,1,81,82,1,
7.7,0,2,0,79,4,0,0,58,72,0,
7.6,1,2,1,61,3.2,0,0,61,57,0,
7.5,1,3,2,82,4.8,1,0,81,88,1,
7.8,0,3,0,89,4.8,1,1,83,79,1,
8.4,0,3,0,83,4,1,0,77,66,0,
8.2,2,3,2,90,4.8,1,1,68,86,1,
8.5,2,3,2,90,4.8,1,1,81,88,1,
8,1,1,2,87,4.1,1,1,74,68,1,
6.5,2,3,2,80,4,1,1,72,86,1,
6.5,1,1,1,73,4,1,0,55,62,0,
7.3,1,3,0,80,4.2,0,0,67,64,0,
